Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,366,913,10000,10000,0
T1,100,934,2333,10000,10000,0
T2,100,835,2087,10000,10000,0
T3,100,719,1796,15000,15000,0
T4,100,708,1770,15000,15000,0
T5,100,1496,3740,20000,20000,0
T6,100,1340,3349,25000,25000,0
T7,100,1217,3041,25000,25000,0
T8,100,944,2358,25000,25000,0
T9,100,1229,3071,30000,30000,0
T10,100,1014,2535,40000,40000,0
T11,100,927,2317,45000,45000,0
T12,100,11682,29204,50000,50000,0
T13,100,3928,9820,50000,50000,0
T14,100,1072,2678,60000,60000,0
T15,100,1490,3724,75000,75000,0
