Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1242,3104,10000,10000,0
T1,100,1054,2635,10000,10000,0
T2,100,230,574,10000,10000,0
T3,100,226,563,15000,15000,0
T4,100,892,2228,15000,15000,0
T5,100,1192,2978,15000,15000,0
T6,100,1234,3085,15000,15000,0
T7,100,3092,7729,20000,20000,0
T8,100,1381,3451,25000,25000,0
T9,100,769,1922,25000,25000,0
T10,100,86,215,30000,30000,0
T11,100,4449,11121,45000,45000,0
T12,100,131,327,50000,50000,0
T13,100,3302,8254,55000,55000,0
T14,100,3293,8231,70000,70000,0
T15,100,1748,4369,90000,90000,0
