Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1246,3113,10000,10000,0
T1,100,678,1693,10000,10000,0
T2,100,2032,5080,15000,15000,0
T3,100,673,1682,15000,15000,0
T4,100,1328,3318,15000,15000,0
T5,100,240,598,20000,20000,0
T6,100,368,918,20000,20000,0
T7,100,3618,9044,30000,30000,0
T8,100,1030,2574,35000,35000,0
T9,100,837,2091,35000,35000,0
T10,100,1876,4690,40000,40000,0
T11,100,538,1345,45000,45000,0
T12,100,1926,4815,45000,45000,0
T13,100,542,1353,65000,65000,0
T14,100,8609,21522,80000,80000,0
T15,100,6940,17349,90000,90000,0
