Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,813,2032,10000,10000,0
T1,100,1319,3296,10000,10000,0
T2,100,212,529,10000,10000,0
T3,100,1110,2773,10000,10000,0
T4,100,216,539,10000,10000,0
T5,100,290,724,10000,10000,0
T6,100,175,436,15000,15000,0
T7,100,181,451,20000,20000,0
T8,100,1031,2577,25000,25000,0
T9,100,395,986,35000,35000,0
T10,100,3470,8674,45000,45000,0
T11,100,7342,18355,50000,50000,0
T12,100,909,2271,50000,50000,0
T13,100,1026,2565,65000,65000,0
T14,100,15423,38556,75000,75000,0
T15,100,2480,6200,90000,90000,0
