Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,916,2289,10000,10000,0
T1,100,10,24,10000,10000,0
T2,100,656,1639,10000,10000,0
T3,100,186,463,10000,10000,0
T4,100,1451,3627,10000,10000,0
T5,100,156,389,10000,10000,0
T6,100,533,1331,10000,10000,0
T7,100,460,1149,15000,15000,0
T8,100,1122,2804,15000,15000,0
T9,100,18,43,20000,20000,0
T10,100,718,1793,25000,25000,0
T11,100,6840,17099,25000,25000,0
T12,100,1109,2771,40000,40000,0
T13,100,4538,11344,45000,45000,0
T14,100,51,126,50000,50000,0
T15,100,2518,6294,80000,80000,0
