Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,629,1572,10000,10000,0
T1,100,1458,3645,10000,10000,0
T2,100,526,1314,10000,10000,0
T3,100,1956,4888,15000,15000,0
T4,100,872,2179,15000,15000,0
T5,100,152,380,15000,15000,0
T6,100,746,1863,15000,15000,0
T7,100,192,480,20000,20000,0
T8,100,372,928,20000,20000,0
T9,100,1336,3340,25000,25000,0
T10,100,455,1137,30000,30000,0
T11,100,786,1963,35000,35000,0
T12,100,6673,16682,40000,40000,0
T13,100,494,1234,60000,60000,0
T14,100,9863,24657,70000,70000,0
T15,100,1458,3643,95000,95000,0
