Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,118,295,10000,10000,0
T1,100,17,42,10000,10000,0
T2,100,9,21,10000,10000,0
T3,100,452,1130,15000,15000,0
T4,100,895,2236,15000,15000,0
T5,100,220,550,15000,15000,0
T6,100,2722,6803,15000,15000,0
T7,100,2471,6177,25000,25000,0
T8,100,7232,18079,30000,30000,0
T9,100,499,1247,30000,30000,0
T10,100,2576,6438,40000,40000,0
T11,100,2062,5153,40000,40000,0
T12,100,3602,9005,45000,45000,0
T13,100,3449,8621,45000,45000,0
T14,100,2198,5495,85000,85000,0
T15,100,441,1101,90000,90000,0
