Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,1923,3204,10000,10000,0
T1,500,668,1112,10000,10000,0
T2,500,677,1127,10000,10000,0
T3,500,242,403,10000,10000,0
T4,750,3201,5335,15000,15000,0
T5,1000,1556,2592,20000,20000,0
T6,1250,182,302,25000,25000,0
T7,1250,1716,2859,25000,25000,0
T8,1250,1452,2419,25000,25000,0
T9,1750,499,831,35000,35000,0
T10,2000,1877,3128,40000,40000,0
T11,2250,996,1659,45000,45000,0
T12,2250,3502,5836,45000,45000,0
T13,3000,8035,13391,60000,60000,0
T14,3500,76,126,70000,70000,0
T15,4000,2586,4310,80000,80000,0
T16,4000,6489,10814,80000,80000,0
T17,4000,3633,6054,80000,80000,0
T18,4500,3193,5321,90000,90000,0
T19,4500,15633,26055,90000,90000,0
