Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,463,771,10000,10000,0
T1,500,1432,2386,10000,10000,0
T2,750,654,1090,15000,15000,0
T3,750,294,490,15000,15000,0
T4,750,840,1399,15000,15000,0
T5,1000,1347,2245,20000,20000,0
T6,1000,471,784,20000,20000,0
T7,1000,2142,3569,20000,20000,0
T8,1750,1802,3003,35000,35000,0
T9,1750,650,1082,35000,35000,0
T10,1750,771,1284,35000,35000,0
T11,1750,1083,1804,35000,35000,0
T12,1750,426,709,35000,35000,0
T13,2000,494,822,40000,40000,0
T14,2750,13383,22304,55000,55000,0
T15,3000,2177,3628,60000,60000,0
T16,3000,5156,8593,60000,60000,0
T17,3000,3266,5442,60000,60000,0
T18,4000,20031,33385,80000,80000,0
T19,4000,9258,15429,80000,80000,0
