Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,156,259,10000,10000,0
T1,500,651,1084,10000,10000,0
T2,500,944,1573,10000,10000,0
T3,500,690,1150,10000,10000,0
T4,750,606,1010,15000,15000,0
T5,750,193,321,15000,15000,0
T6,750,2006,3343,15000,15000,0
T7,1000,762,1270,20000,20000,0
T8,1250,736,1226,25000,25000,0
T9,1250,727,1211,25000,25000,0
T10,1250,3351,5584,25000,25000,0
T11,1500,380,633,30000,30000,0
T12,1500,970,1616,30000,30000,0
T13,2000,926,1542,40000,40000,0
T14,2250,7926,13210,45000,45000,0
T15,2250,2564,4273,45000,45000,0
T16,2250,909,1515,45000,45000,0
T17,2250,869,1448,45000,45000,0
T18,2500,2332,3886,50000,50000,0
T19,3250,25422,42369,65000,65000,0
