Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1402,2336,10000,10000,0
T1,100,2720,4533,10000,10000,0
T2,100,1810,3016,10000,10000,0
T3,100,900,1500,10000,10000,0
T4,100,1145,1907,15000,15000,0
T5,100,144,240,15000,15000,0
T6,100,299,497,20000,20000,0
T7,100,1188,1980,20000,20000,0
T8,100,3774,6289,20000,20000,0
T9,100,384,639,25000,25000,0
T10,100,466,776,25000,25000,0
T11,100,633,1054,30000,30000,0
T12,100,1385,2308,30000,30000,0
T13,100,372,619,35000,35000,0
T14,100,128,212,40000,40000,0
T15,100,1519,2531,40000,40000,0
T16,100,9091,15151,50000,50000,0
T17,100,1833,3054,75000,75000,0
T18,100,867,1444,75000,75000,0
T19,100,3162,5270,85000,85000,0
