Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,584,973,10000,10000,0
T1,500,234,390,10000,10000,0
T2,500,1018,1696,10000,10000,0
T3,500,653,1087,10000,10000,0
T4,500,100,166,10000,10000,0
T5,750,1574,2623,15000,15000,0
T6,750,2849,4747,15000,15000,0
T7,1000,1818,3030,20000,20000,0
T8,1250,1520,2533,25000,25000,0
T9,1500,2023,3371,30000,30000,0
T10,1500,4170,6950,30000,30000,0
T11,1500,4371,7284,30000,30000,0
T12,1750,1169,1948,35000,35000,0
T13,2000,2549,4248,40000,40000,0
T14,2250,3431,5717,45000,45000,0
T15,2250,4735,7891,45000,45000,0
T16,2500,1127,1878,50000,50000,0
T17,3500,474,790,70000,70000,0
T18,3500,2715,4524,70000,70000,0
T19,3500,2522,4202,70000,70000,0
