Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,215,357,10000,10000,0
T1,100,1068,1780,10000,10000,0
T2,100,156,259,10000,10000,0
T3,100,352,586,10000,10000,0
T4,100,672,1120,15000,15000,0
T5,100,3561,5935,20000,20000,0
T6,100,854,1422,20000,20000,0
T7,100,331,551,20000,20000,0
T8,100,3275,5457,25000,25000,0
T9,100,4472,7452,25000,25000,0
T10,100,2077,3461,30000,30000,0
T11,100,4302,7170,40000,40000,0
T12,100,84,139,45000,45000,0
T13,100,783,1305,50000,50000,0
T14,100,10481,17467,50000,50000,0
T15,100,5147,8578,60000,60000,0
T16,100,1496,2493,70000,70000,0
T17,100,3411,5685,70000,70000,0
T18,100,6429,10715,75000,75000,0
T19,100,1781,2967,75000,75000,0
