Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1,1,10000,10000,0
T1,100,873,1455,10000,10000,0
T2,100,514,856,10000,10000,0
T3,100,1011,1684,10000,10000,0
T4,100,150,250,10000,10000,0
T5,100,1016,1693,15000,15000,0
T6,100,460,766,15000,15000,0
T7,100,755,1258,15000,15000,0
T8,100,81,134,15000,15000,0
T9,100,5818,9696,25000,25000,0
T10,100,3087,5145,25000,25000,0
T11,100,1165,1941,25000,25000,0
T12,100,849,1415,30000,30000,0
T13,100,2913,4855,40000,40000,0
T14,100,6450,10750,45000,45000,0
T15,100,1461,2435,50000,50000,0
T16,100,4774,7956,50000,50000,0
T17,100,10016,16693,60000,60000,0
T18,100,1109,1848,80000,80000,0
T19,100,7453,12421,95000,95000,0
