Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,25,39,65,500,0
0,1,500,525,39,65,1000,1
0,10,5000,5025,39,65,5500,29
0,11,5500,5525,39,65,6000,30
0,12,6000,6025,39,65,6500,37
0,13,6500,6525,39,65,7000,38
0,14,7000,7025,39,65,7500,41
0,15,7500,7525,39,65,8000,42
0,16,8000,8025,39,65,8500,49
0,17,8500,8525,39,65,9000,50
0,18,9000,9025,39,65,9500,53
0,19,9500,9525,39,65,10000,54
0,2,1000,1025,39,65,1500,4
0,3,1500,1525,39,65,2000,5
0,4,2000,2025,39,65,2500,12
0,5,2500,2525,39,65,3000,13
0,6,3000,3025,39,65,3500,16
0,7,3500,3525,39,65,4000,17
0,8,4000,4025,39,65,4500,24
0,9,4500,4525,39,65,5000,25
1,0,0,50,96,159,1000,2
1,1,1000,1050,96,159,2000,6
1,2,2000,2050,96,159,3000,14
1,3,3000,3050,96,159,4000,18
1,4,4000,4050,96,159,5000,26
1,5,5000,5050,96,159,6000,31
1,6,6000,6050,96,159,7000,39
1,7,7000,7050,96,159,8000,43
1,8,8000,8050,96,159,9000,51
1,9,9000,9050,96,159,10000,55
2,0,0,50,266,442,1000,3
2,1,1000,1050,266,442,2000,7
2,2,2000,2050,266,442,3000,15
2,3,3000,3050,266,442,4000,19
2,4,4000,4050,266,442,5000,27
2,5,5000,5050,266,442,6000,32
2,6,6000,6050,266,442,7000,40
2,7,7000,7050,266,442,8000,44
2,8,8000,8050,266,442,9000,52
2,9,9000,9050,266,442,10000,56
3,0,0,100,79,131,2000,8
3,1,2000,2100,79,131,4000,20
3,2,4000,4100,79,131,6000,33
3,3,6000,6100,79,131,8000,45
3,4,8000,8100,79,131,10000,57
4,0,0,100,59,98,2000,9
4,1,2000,2100,59,98,4000,21
4,2,4000,4100,59,98,6000,34
4,3,6000,6100,59,98,8000,46
4,4,8000,8100,59,98,10000,58
5,0,0,100,681,1135,2000,10
5,1,2000,2100,681,1135,4000,22
5,2,4000,4100,681,1135,6000,35
5,3,6000,6100,681,1135,8000,47
5,4,8000,8100,681,1135,10000,59
6,0,0,100,130,216,2000,11
6,1,2000,2100,130,216,4000,23
6,2,4000,4100,130,216,6000,36
6,3,6000,6100,130,216,8000,48
6,4,8000,8100,130,216,10000,60
7,0,0,250,2141,3567,5000,28
7,1,5000,5250,2141,3567,10000,61
8,0,0,500,88,146,10000,62
9,0,0,500,3303,5505,10000,63
