Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,100,87,145,10000,0
0,1,10000,10100,87,145,20000,2
0,10,100000,100100,87,145,110000,22
0,100,1000000,1000100,87,145,1010000,224
0,101,1010000,1010100,87,145,1020000,225
0,102,1020000,1020100,87,145,1030000,227
0,103,1030000,1030100,87,145,1040000,229
0,104,1040000,1040100,87,145,1050000,232
0,105,1050000,1050100,87,145,1060000,235
0,106,1060000,1060100,87,145,1070000,237
0,107,1070000,1070100,87,145,1080000,238
0,108,1080000,1080100,87,145,1090000,241
0,109,1090000,1090100,87,145,1100000,243
0,11,110000,110100,87,145,120000,23
0,110,1100000,1100100,87,145,1110000,245
0,111,1110000,1110100,87,145,1120000,247
0,112,1120000,1120100,87,145,1130000,251
0,113,1130000,1130100,87,145,1140000,252
0,114,1140000,1140100,87,145,1150000,254
0,115,1150000,1150100,87,145,1160000,257
0,116,1160000,1160100,87,145,1170000,259
0,117,1170000,1170100,87,145,1180000,261
0,118,1180000,1180100,87,145,1190000,263
0,119,1190000,1190100,87,145,1200000,264
0,12,120000,120100,87,145,130000,26
0,13,130000,130100,87,145,140000,28
0,14,140000,140100,87,145,150000,29
0,15,150000,150100,87,145,160000,32
0,16,160000,160100,87,145,170000,36
0,17,170000,170100,87,145,180000,37
0,18,180000,180100,87,145,190000,39
0,19,190000,190100,87,145,200000,41
0,2,20000,20100,87,145,30000,3
0,20,200000,200100,87,145,210000,44
0,21,210000,210100,87,145,220000,46
0,22,220000,220100,87,145,230000,48
0,23,230000,230100,87,145,240000,49
0,24,240000,240100,87,145,250000,53
0,25,250000,250100,87,145,260000,56
0,26,260000,260100,87,145,270000,57
0,27,270000,270100,87,145,280000,59
0,28,280000,280100,87,145,290000,62
0,29,290000,290100,87,145,300000,63
0,3,30000,30100,87,145,40000,5
0,30,300000,300100,87,145,310000,66
0,31,310000,310100,87,145,320000,68
0,32,320000,320100,87,145,330000,71
0,33,330000,330100,87,145,340000,73
0,34,340000,340100,87,145,350000,75
0,35,350000,350100,87,145,360000,77
0,36,360000,360100,87,145,370000,80
0,37,370000,370100,87,145,380000,82
0,38,380000,380100,87,145,390000,83
0,39,390000,390100,87,145,400000,85
0,4,40000,40100,87,145,50000,8
0,40,400000,400100,87,145,410000,90
0,41,410000,410100,87,145,420000,91
0,42,420000,420100,87,145,430000,93
0,43,430000,430100,87,145,440000,95
0,44,440000,440100,87,145,450000,97
0,45,450000,450100,87,145,460000,100
0,46,460000,460100,87,145,470000,102
0,47,470000,470100,87,145,480000,103
0,48,480000,480100,87,145,490000,107
0,49,490000,490100,87,145,500000,109
0,5,50000,50100,87,145,60000,10
0,50,500000,500100,87,145,510000,111
0,51,510000,510100,87,145,520000,113
0,52,520000,520100,87,145,530000,116
0,53,530000,530100,87,145,540000,117
0,54,540000,540100,87,145,550000,119
0,55,550000,550100,87,145,560000,122
0,56,560000,560100,87,145,570000,125
0,57,570000,570100,87,145,580000,127
0,58,580000,580100,87,145,590000,129
0,59,590000,590100,87,145,600000,130
0,6,60000,60100,87,145,70000,12
0,60,600000,600100,87,145,610000,134
0,61,610000,610100,87,145,620000,136
0,62,620000,620100,87,145,630000,137
0,63,630000,630100,87,145,640000,139
0,64,640000,640100,87,145,650000,143
0,65,650000,650100,87,145,660000,145
0,66,660000,660100,87,145,670000,147
0,67,670000,670100,87,145,680000,149
