Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1131,1884,10000,10000,0
T1,100,1077,1794,10000,10000,0
T2,100,526,876,10000,10000,0
T3,100,1048,1746,15000,15000,0
T4,100,3889,6481,15000,15000,0
T5,100,3480,5800,15000,15000,0
T6,100,686,1143,15000,15000,0
T7,100,1712,2852,15000,15000,0
T8,100,2871,4784,15000,15000,0
T9,100,426,710,20000,20000,0
T10,100,408,679,20000,20000,0
T11,100,4460,7433,25000,25000,0
T12,100,18382,30636,35000,35000,0
T13,100,10644,17740,40000,40000,0
T14,100,7573,12621,45000,45000,0
T15,100,2437,4061,70000,70000,0
