Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,173,288,10000,10000,0
T1,100,735,1224,10000,10000,0
T2,100,4692,7820,10000,10000,0
T3,100,990,1650,10000,10000,0
T4,100,134,223,10000,10000,0
T5,100,308,512,10000,10000,0
T6,100,5538,9229,15000,15000,0
T7,100,928,1546,15000,15000,0
T8,100,4152,6919,20000,20000,0
T9,100,7764,12940,20000,20000,0
T10,100,1257,2094,20000,20000,0
T11,100,8211,13685,25000,25000,0
T12,100,1199,1998,25000,25000,0
T13,100,1255,2091,35000,35000,0
T14,100,5481,9134,70000,70000,0
T15,100,10515,17525,90000,90000,0
