Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1184,1973,10000,10000,0
T1,100,122,202,10000,10000,0
T2,100,3485,5807,10000,10000,0
T3,100,4334,7223,20000,20000,0
T4,100,6686,11142,20000,20000,0
T5,100,1529,2547,20000,20000,0
T6,100,621,1035,20000,20000,0
T7,100,4276,7126,20000,20000,0
T8,100,4670,7783,25000,25000,0
T9,100,64,106,30000,30000,0
T10,100,12053,20088,30000,30000,0
T11,100,4447,7411,30000,30000,0
T12,100,4251,7084,40000,40000,0
T13,100,1940,3232,50000,50000,0
T14,100,3895,6491,55000,55000,0
T15,100,7049,11747,75000,75000,0
