Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1068,1780,10000,10000,0
T1,100,154,256,10000,10000,0
T2,100,241,401,10000,10000,0
T3,100,176,292,10000,10000,0
T4,100,521,868,10000,10000,0
T5,100,62,102,15000,15000,0
T6,100,837,1394,20000,20000,0
T7,100,78,129,20000,20000,0
T8,100,502,836,20000,20000,0
T9,100,874,1456,25000,25000,0
T10,100,2088,3479,30000,30000,0
T11,100,653,1087,35000,35000,0
T12,100,2123,3538,40000,40000,0
T13,100,384,639,50000,50000,0
T14,100,141,235,60000,60000,0
T15,100,204,339,70000,70000,0
