Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,7,11,10000,10000,0
T1,100,179,297,10000,10000,0
T2,100,736,1226,10000,10000,0
T3,100,873,1454,10000,10000,0
T4,100,185,308,15000,15000,0
T5,100,1116,1859,15000,15000,0
T6,100,127,211,15000,15000,0
T7,100,229,381,20000,20000,0
T8,100,325,541,20000,20000,0
T9,100,706,1176,25000,25000,0
T10,100,584,972,35000,35000,0
T11,100,56,92,45000,45000,0
T12,100,1045,1741,45000,45000,0
T13,100,193,321,45000,45000,0
T14,100,419,698,45000,45000,0
T15,100,6177,10295,65000,65000,0
