Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,279,465,10000,10000,0
T1,100,318,530,10000,10000,0
T2,100,851,1417,15000,15000,0
T3,100,377,628,15000,15000,0
T4,100,724,1206,15000,15000,0
T5,100,207,345,15000,15000,0
T6,100,310,516,20000,20000,0
T7,100,160,266,20000,20000,0
T8,100,1343,2237,20000,20000,0
T9,100,212,352,20000,20000,0
T10,100,57,94,25000,25000,0
T11,100,1044,1739,35000,35000,0
T12,100,75,124,45000,45000,0
T13,100,1082,1803,60000,60000,0
T14,100,1550,2582,70000,70000,0
T15,100,9128,15212,90000,90000,0
