Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,300,500,10000,10000,0
T1,100,497,827,10000,10000,0
T2,100,117,194,10000,10000,0
T3,100,1007,1677,15000,15000,0
T4,100,11,18,15000,15000,0
T5,100,257,428,20000,20000,0
T6,100,108,180,20000,20000,0
T7,100,227,378,20000,20000,0
T8,100,65,108,25000,25000,0
T9,100,144,240,25000,25000,0
T10,100,1047,1745,30000,30000,0
T11,100,42,70,40000,40000,0
T12,100,2313,3854,50000,50000,0
T13,100,9310,15516,60000,60000,0
T14,100,1823,3038,70000,70000,0
T15,100,1565,2608,80000,80000,0
