Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,59,98,10000,10000,0
T1,100,3,4,10000,10000,0
T2,100,722,1202,10000,10000,0
T3,100,219,364,10000,10000,0
T4,100,167,277,10000,10000,0
T5,100,367,611,15000,15000,0
T6,100,434,722,15000,15000,0
T7,100,381,634,15000,15000,0
T8,100,1170,1950,20000,20000,0
T9,100,1215,2025,35000,35000,0
T10,100,93,154,35000,35000,0
T11,100,1221,2035,35000,35000,0
T12,100,1316,2193,50000,50000,0
T13,100,1216,2026,70000,70000,0
T14,100,59,97,70000,70000,0
T15,100,9835,16391,90000,90000,0
