Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,234,389,10000,10000,0
T1,100,180,299,10000,10000,0
T2,100,363,604,10000,10000,0
T3,100,971,1618,15000,15000,0
T4,100,196,326,15000,15000,0
T5,100,19,31,20000,20000,0
T6,100,737,1228,20000,20000,0
T7,100,42,69,25000,25000,0
T8,100,89,147,30000,30000,0
T9,100,514,856,35000,35000,0
T10,100,2389,3981,45000,45000,0
T11,100,1776,2959,50000,50000,0
T12,100,3581,5968,60000,60000,0
T13,100,260,432,60000,60000,0
T14,100,344,572,65000,65000,0
T15,100,7686,12809,70000,70000,0
