Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,144,239,10000,10000,0
T1,100,977,1627,10000,10000,0
T2,100,134,222,10000,10000,0
T3,100,21,35,10000,10000,0
T4,100,8,13,10000,10000,0
T5,100,23,38,10000,10000,0
T6,100,909,1514,15000,15000,0
T7,100,1335,2225,20000,20000,0
T8,100,1542,2569,40000,40000,0
T9,100,303,505,40000,40000,0
T10,100,3110,5183,40000,40000,0
T11,100,1475,2457,50000,50000,0
T12,100,1121,1867,50000,50000,0
T13,100,664,1106,50000,50000,0
T14,100,65,107,80000,80000,0
T15,100,2914,4856,90000,90000,0
