Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,473,788,10000,10000,0
T1,100,1307,2177,10000,10000,0
T2,100,480,799,10000,10000,0
T3,100,72,120,15000,15000,0
T4,100,51,85,15000,15000,0
T5,100,152,252,20000,20000,0
T6,100,147,245,25000,25000,0
T7,100,220,366,25000,25000,0
T8,100,2622,4369,30000,30000,0
T9,100,278,463,30000,30000,0
T10,100,473,787,30000,30000,0
T11,100,290,482,40000,40000,0
T12,100,365,607,40000,40000,0
T13,100,2528,4212,40000,40000,0
T14,100,127,211,70000,70000,0
T15,100,2699,4498,90000,90000,0
