Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,351,584,10000,10000,0
T1,100,276,459,10000,10000,0
T2,100,78,130,15000,15000,0
T3,100,1736,2892,15000,15000,0
T4,100,1055,1757,15000,15000,0
T5,100,270,449,20000,20000,0
T6,100,456,760,20000,20000,0
T7,100,248,413,20000,20000,0
T8,100,119,198,20000,20000,0
T9,100,44,72,30000,30000,0
T10,100,1433,2388,30000,30000,0
T11,100,1818,3029,35000,35000,0
T12,100,262,436,45000,45000,0
T13,100,2263,3771,55000,55000,0
T14,100,1130,1882,70000,70000,0
T15,100,672,1119,90000,90000,0
