Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,5,7,10000,10000,0
T1,100,24,40,10000,10000,0
T2,100,641,1067,15000,15000,0
T3,100,98,162,15000,15000,0
T4,100,1060,1766,15000,15000,0
T5,100,46,76,15000,15000,0
T6,100,1,1,15000,15000,0
T7,100,1944,3240,25000,25000,0
T8,100,1309,2181,30000,30000,0
T9,100,517,861,30000,30000,0
T10,100,1947,3244,30000,30000,0
T11,100,512,852,45000,45000,0
T12,100,788,1312,50000,50000,0
T13,100,2685,4474,50000,50000,0
T14,100,5,8,70000,70000,0
T15,100,6297,10494,90000,90000,0
