Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,309,514,10000,10000,0
T1,100,127,211,10000,10000,0
T2,100,477,795,10000,10000,0
T3,100,89,148,10000,10000,0
T4,100,872,1452,20000,20000,0
T5,100,137,227,20000,20000,0
T6,100,109,181,20000,20000,0
T7,100,1289,2147,20000,20000,0
T8,100,502,836,25000,25000,0
T9,100,1031,1718,25000,25000,0
T10,100,1754,2922,30000,30000,0
T11,100,3864,6440,50000,50000,0
T12,100,492,819,55000,55000,0
T13,100,1302,2170,55000,55000,0
T14,100,526,876,95000,95000,0
T15,100,2330,3883,95000,95000,0
