Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,339,565,10000,10000,0
T1,100,44,73,10000,10000,0
T2,100,398,662,10000,10000,0
T3,100,629,1047,15000,15000,0
T4,100,505,841,15000,15000,0
T5,100,205,341,15000,15000,0
T6,100,51,84,30000,30000,0
T7,100,353,587,35000,35000,0
T8,100,1035,1725,35000,35000,0
T9,100,239,398,35000,35000,0
T10,100,407,678,35000,35000,0
T11,100,14,23,35000,35000,0
T12,100,3460,5766,50000,50000,0
T13,100,339,565,55000,55000,0
T14,100,9570,15949,60000,60000,0
T15,100,1339,2231,75000,75000,0
