Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,280,466,15000,15000,0
T1,100,51,85,15000,15000,0
T2,100,12,20,15000,15000,0
T3,100,21,35,15000,15000,0
T4,100,185,307,15000,15000,0
T5,100,775,1291,20000,20000,0
T6,100,1184,1972,20000,20000,0
T7,100,87,145,20000,20000,0
T8,100,306,509,20000,20000,0
T9,100,1258,2096,25000,25000,0
T10,100,887,1478,40000,40000,0
T11,100,106,176,40000,40000,0
T12,100,6,9,45000,45000,0
T13,100,8990,14983,60000,60000,0
T14,100,5577,9295,70000,70000,0
T15,100,1589,2648,75000,75000,0
