Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,87,145,10000,10000,0
T1,100,1047,1744,10000,10000,0
T2,100,150,250,10000,10000,0
T3,100,1,1,15000,15000,0
T4,100,10,16,15000,15000,0
T5,100,144,240,20000,20000,0
T6,100,1228,2046,20000,20000,0
T7,100,215,357,25000,25000,0
T8,100,389,648,25000,25000,0
T9,100,435,724,25000,25000,0
T10,100,30,50,30000,30000,0
T11,100,98,163,30000,30000,0
T12,100,1338,2229,35000,35000,0
T13,100,1784,2973,40000,40000,0
T14,100,3476,5792,40000,40000,0
T15,100,3012,5019,45000,45000,0
