Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,59,97,10000,10000,0
T1,100,170,283,15000,15000,0
T2,100,531,884,15000,15000,0
T3,100,2935,4891,15000,15000,0
T4,100,65,107,15000,15000,0
T5,100,1209,2014,20000,20000,0
T6,100,645,1075,20000,20000,0
T7,100,831,1385,25000,25000,0
T8,100,327,545,30000,30000,0
T9,100,453,755,35000,35000,0
T10,100,702,1169,40000,40000,0
T11,100,324,539,45000,45000,0
T12,100,120,200,50000,50000,0
T13,100,1725,2875,60000,60000,0
T14,100,94,156,70000,70000,0
T15,100,1444,2406,70000,70000,0
