Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,501,834,10000,10000,0
T1,100,1490,2483,10000,10000,0
T2,100,88,146,10000,10000,0
T3,100,224,372,10000,10000,0
T4,100,597,994,10000,10000,0
T5,100,600,999,15000,15000,0
T6,100,826,1376,15000,15000,0
T7,100,696,1159,15000,15000,0
T8,100,218,363,20000,20000,0
T9,100,983,1638,20000,20000,0
T10,100,2139,3565,25000,25000,0
T11,100,180,299,25000,25000,0
T12,100,4613,7688,30000,30000,0
T13,100,1260,2099,35000,35000,0
T14,100,2862,4769,40000,40000,0
T15,100,789,1315,40000,40000,0
T16,100,6215,10358,45000,45000,0
T17,100,2698,4496,50000,50000,0
T18,100,1504,2506,50000,50000,0
T19,100,4014,6689,60000,60000,0
T20,100,1977,3295,75000,75000,0
T21,100,10345,17241,75000,75000,0
T22,100,3314,5522,80000,80000,0
T23,100,7230,12050,90000,90000,0
