Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,340,566,10000,10000,0
T1,100,204,340,10000,10000,0
T2,100,567,944,10000,10000,0
T3,100,1459,2431,10000,10000,0
T4,100,461,768,10000,10000,0
T5,100,377,627,15000,15000,0
T6,100,237,395,15000,15000,0
T7,100,888,1479,15000,15000,0
T8,100,1236,2060,20000,20000,0
T9,100,1155,1925,20000,20000,0
T10,100,2845,4741,20000,20000,0
T11,100,993,1655,20000,20000,0
T12,100,906,1509,25000,25000,0
T13,100,85,141,25000,25000,0
T14,100,485,807,25000,25000,0
T15,100,2514,4189,25000,25000,0
T16,100,893,1487,25000,25000,0
T17,100,560,932,30000,30000,0
T18,100,4892,8152,30000,30000,0
T19,100,1290,2150,30000,30000,0
T20,100,3585,5974,50000,50000,0
T21,100,1785,2975,65000,65000,0
T22,100,6153,10255,75000,75000,0
T23,100,11823,19704,95000,95000,0
