Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1572,2619,10000,10000,0
T1,100,857,1427,10000,10000,0
T2,100,150,250,10000,10000,0
T3,100,330,550,10000,10000,0
T4,100,1658,2763,10000,10000,0
T5,100,2019,3364,15000,15000,0
T6,100,206,343,15000,15000,0
T7,100,119,197,15000,15000,0
T8,100,117,195,15000,15000,0
T9,100,293,488,25000,25000,0
T10,100,3739,6231,25000,25000,0
T11,100,387,645,25000,25000,0
T12,100,1068,1780,25000,25000,0
T13,100,1265,2107,40000,40000,0
T14,100,674,1122,40000,40000,0
T15,100,42,70,40000,40000,0
T16,100,10919,18197,45000,45000,0
T17,100,777,1294,50000,50000,0
T18,100,83,137,60000,60000,0
T19,100,11567,19277,60000,60000,0
T20,100,3036,5060,75000,75000,0
T21,100,1358,2262,80000,80000,0
T22,100,467,778,95000,95000,0
T23,100,3408,5679,95000,95000,0
