Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,512,853,10000,10000,0
T1,100,2356,3926,10000,10000,0
T2,100,822,1370,10000,10000,0
T3,100,539,897,10000,10000,0
T4,100,372,619,10000,10000,0
T5,100,773,1287,15000,15000,0
T6,100,113,188,15000,15000,0
T7,100,131,217,15000,15000,0
T8,100,847,1411,15000,15000,0
T9,100,429,715,15000,15000,0
T10,100,2953,4921,15000,15000,0
T11,100,550,916,15000,15000,0
T12,100,645,1074,20000,20000,0
T13,100,965,1607,20000,20000,0
T14,100,1061,1767,25000,25000,0
T15,100,2037,3395,25000,25000,0
T16,100,376,626,30000,30000,0
T17,100,267,445,40000,40000,0
T18,100,6654,11090,45000,45000,0
T19,100,4733,7887,45000,45000,0
T20,100,725,1208,45000,45000,0
T21,100,1672,2786,50000,50000,0
T22,100,1869,3115,90000,90000,0
T23,100,4464,7439,95000,95000,0
