Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,789,1314,10000,10000,0
T1,100,575,957,10000,10000,0
T2,100,344,573,10000,10000,0
T3,100,465,774,10000,10000,0
T4,100,1680,2799,10000,10000,0
T5,100,442,736,10000,10000,0
T6,100,803,1338,15000,15000,0
T7,100,1779,2964,15000,15000,0
T8,100,2373,3954,15000,15000,0
T9,100,263,438,15000,15000,0
T10,100,447,745,15000,15000,0
T11,100,785,1308,20000,20000,0
T12,100,863,1437,30000,30000,0
T13,100,4702,7836,30000,30000,0
T14,100,245,408,30000,30000,0
T15,100,519,864,30000,30000,0
T16,100,502,836,40000,40000,0
T17,100,3805,6341,50000,50000,0
T18,100,1985,3307,50000,50000,0
T19,100,1342,2236,60000,60000,0
T20,100,3210,5350,60000,60000,0
T21,100,7244,12073,65000,65000,0
T22,100,1312,2186,75000,75000,0
T23,100,3999,6664,80000,80000,0
