Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,102,170,10000,10000,0
T1,100,150,249,10000,10000,0
T2,100,2298,3829,10000,10000,0
T3,100,826,1376,15000,15000,0
T4,100,541,901,15000,15000,0
T5,100,366,610,15000,15000,0
T6,100,322,536,15000,15000,0
T7,100,125,208,15000,15000,0
T8,100,3944,6573,20000,20000,0
T9,100,227,378,20000,20000,0
T10,100,1503,2504,20000,20000,0
T11,100,1634,2722,25000,25000,0
T12,100,3332,5553,30000,30000,0
T13,100,1589,2647,35000,35000,0
T14,100,957,1594,35000,35000,0
T15,100,1527,2545,40000,40000,0
T16,100,23,37,40000,40000,0
T17,100,1016,1692,40000,40000,0
T18,100,5092,8486,50000,50000,0
T19,100,5603,9338,50000,50000,0
T20,100,8654,14422,65000,65000,0
T21,100,1570,2616,70000,70000,0
T22,100,2643,4405,75000,75000,0
T23,100,2871,4784,75000,75000,0
