Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,618,1029,10000,10000,0
T1,100,2205,3674,10000,10000,0
T2,100,189,314,10000,10000,0
T3,100,271,451,10000,10000,0
T4,100,1829,3048,10000,10000,0
T5,100,633,1055,10000,10000,0
T6,100,166,276,10000,10000,0
T7,100,1002,1670,15000,15000,0
T8,100,399,665,15000,15000,0
T9,100,613,1021,15000,15000,0
T10,100,1398,2330,15000,15000,0
T11,100,44,72,20000,20000,0
T12,100,1654,2756,20000,20000,0
T13,100,489,814,20000,20000,0
T14,100,3195,5325,25000,25000,0
T15,100,1191,1985,25000,25000,0
T16,100,235,391,30000,30000,0
T17,100,2836,4726,30000,30000,0
T18,100,2721,4534,50000,50000,0
T19,100,532,886,55000,55000,0
T20,100,2201,3667,60000,60000,0
T21,100,5093,8488,75000,75000,0
T22,100,2767,4611,80000,80000,0
T23,100,2823,4705,90000,90000,0
