Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,344,572,10000,10000,0
T1,100,1611,2685,10000,10000,0
T2,100,462,769,10000,10000,0
T3,100,1173,1955,10000,10000,0
T4,100,234,390,15000,15000,0
T5,100,273,455,15000,15000,0
T6,100,30,49,15000,15000,0
T7,100,969,1614,20000,20000,0
T8,100,1729,2881,20000,20000,0
T9,100,2689,4481,25000,25000,0
T10,100,516,860,30000,30000,0
T11,100,6000,9999,35000,35000,0
T12,100,1827,3045,35000,35000,0
T13,100,1598,2663,45000,45000,0
T14,100,1847,3078,50000,50000,0
T15,100,884,1472,50000,50000,0
T16,100,9968,16613,60000,60000,0
T17,100,5413,9021,60000,60000,0
T18,100,1907,3177,70000,70000,0
T19,100,2633,4388,75000,75000,0
T20,100,434,722,75000,75000,0
T21,100,2189,3647,75000,75000,0
T22,100,5666,9443,75000,75000,0
T23,100,3422,5702,80000,80000,0
