Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,269,447,10000,10000,0
T1,100,20,33,10000,10000,0
T2,100,969,1614,10000,10000,0
T3,100,40,66,10000,10000,0
T4,100,497,827,10000,10000,0
T5,100,204,339,15000,15000,0
T6,100,461,768,15000,15000,0
T7,100,36,60,20000,20000,0
T8,100,4661,7768,25000,25000,0
T9,100,1811,3018,25000,25000,0
T10,100,463,771,25000,25000,0
T11,100,1233,2055,25000,25000,0
T12,100,1871,3118,30000,30000,0
T13,100,737,1228,30000,30000,0
T14,100,998,1663,30000,30000,0
T15,100,424,706,30000,30000,0
T16,100,4463,7437,30000,30000,0
T17,100,1146,1909,40000,40000,0
T18,100,6139,10231,40000,40000,0
T19,100,7931,13218,65000,65000,0
T20,100,849,1415,75000,75000,0
T21,100,9327,15544,75000,75000,0
T22,100,6321,10535,80000,80000,0
T23,100,7746,12910,90000,90000,0
