Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1625,2708,10000,10000,0
T1,100,561,934,10000,10000,0
T2,100,6,10,10000,10000,0
T3,100,134,223,15000,15000,0
T4,100,336,560,20000,20000,0
T5,100,1023,1705,25000,25000,0
T6,100,4272,7119,30000,30000,0
T7,100,306,509,30000,30000,0
T8,100,1644,2740,30000,30000,0
T9,100,1268,2113,35000,35000,0
T10,100,6222,10370,35000,35000,0
T11,100,2049,3414,40000,40000,0
T12,100,3299,5497,45000,45000,0
T13,100,4136,6892,55000,55000,0
T14,100,2413,4021,70000,70000,0
T15,100,1407,2344,75000,75000,0
