Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1,1,10000,10000,0
T1,100,617,1028,10000,10000,0
T2,100,3260,5433,15000,15000,0
T3,100,2088,3479,15000,15000,0
T4,100,14,22,15000,15000,0
T5,100,836,1392,15000,15000,0
T6,100,664,1106,20000,20000,0
T7,100,255,424,25000,25000,0
T8,100,189,314,25000,25000,0
T9,100,1364,2272,25000,25000,0
T10,100,1515,2524,35000,35000,0
T11,100,1763,2938,35000,35000,0
T12,100,1647,2745,50000,50000,0
T13,100,1527,2545,60000,60000,0
T14,100,12557,20928,80000,80000,0
T15,100,6378,10630,90000,90000,0
