Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,608,1013,10000,10000,0
T1,100,633,1054,10000,10000,0
T2,100,2481,4134,20000,20000,0
T3,100,153,254,20000,20000,0
T4,100,401,668,20000,20000,0
T5,100,1880,3132,25000,25000,0
T6,100,1139,1898,30000,30000,0
T7,100,2036,3392,35000,35000,0
T8,100,6383,10637,40000,40000,0
T9,100,159,264,50000,50000,0
T10,100,5479,9131,50000,50000,0
T11,100,1489,2481,75000,75000,0
T12,100,4835,8058,75000,75000,0
T13,100,567,944,80000,80000,0
T14,100,5204,8672,95000,95000,0
T15,100,8983,14971,95000,95000,0
