Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,56,92,10000,10000,0
T1,100,699,1165,10000,10000,0
T2,100,238,396,15000,15000,0
T3,100,2221,3701,20000,20000,0
T4,100,2364,3940,20000,20000,0
T5,100,1004,1673,20000,20000,0
T6,100,2685,4475,25000,25000,0
T7,100,2162,3603,25000,25000,0
T8,100,146,242,30000,30000,0
T9,100,699,1164,30000,30000,0
T10,100,740,1232,30000,30000,0
T11,100,1416,2359,35000,35000,0
T12,100,4514,7522,35000,35000,0
T13,100,1791,2985,45000,45000,0
T14,100,7123,11871,55000,55000,0
T15,100,357,594,90000,90000,0
