Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1319,2198,10000,10000,0
T1,100,15,24,10000,10000,0
T2,100,640,1066,15000,15000,0
T3,100,910,1516,15000,15000,0
T4,100,410,682,15000,15000,0
T5,100,3891,6484,20000,20000,0
T6,100,537,894,25000,25000,0
T7,100,2747,4578,25000,25000,0
T8,100,1918,3196,35000,35000,0
T9,100,789,1315,35000,35000,0
T10,100,362,602,40000,40000,0
T11,100,3008,5013,40000,40000,0
T12,100,4919,8197,60000,60000,0
T13,100,218,363,60000,60000,0
T14,100,4032,6720,70000,70000,0
T15,100,5892,9820,90000,90000,0
