Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,17,28,10000,10000,0
T1,100,1437,2395,10000,10000,0
T2,100,1464,2440,10000,10000,0
T3,100,220,366,15000,15000,0
T4,100,1955,3258,15000,15000,0
T5,100,978,1630,30000,30000,0
T6,100,386,642,30000,30000,0
T7,100,520,866,30000,30000,0
T8,100,2443,4071,35000,35000,0
T9,100,1865,3107,50000,50000,0
T10,100,2852,4752,50000,50000,0
T11,100,1299,2164,50000,50000,0
T12,100,4059,6765,50000,50000,0
T13,100,2511,4185,60000,60000,0
T14,100,7185,11975,60000,60000,0
T15,100,2482,4136,90000,90000,0
