Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,597,994,10000,10000,0
T1,100,461,767,10000,10000,0
T2,100,646,1076,10000,10000,0
T3,100,466,776,10000,10000,0
T4,100,1252,2086,15000,15000,0
T5,100,283,471,15000,15000,0
T6,100,540,899,15000,15000,0
T7,100,1727,2877,20000,20000,0
T8,100,869,1447,20000,20000,0
T9,100,813,1354,20000,20000,0
T10,100,1950,3250,25000,25000,0
T11,100,317,528,25000,25000,0
T12,100,1689,2815,25000,25000,0
T13,100,3160,5266,60000,60000,0
T14,100,3164,5273,65000,65000,0
T15,100,11374,18956,65000,65000,0
