Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1115,1857,10000,10000,0
T1,100,271,451,10000,10000,0
T2,100,3236,5392,10000,10000,0
T3,100,2456,4092,15000,15000,0
T4,100,486,809,15000,15000,0
T5,100,4220,7033,15000,15000,0
T6,100,11808,19680,25000,25000,0
T7,100,64,106,25000,25000,0
T8,100,1619,2697,30000,30000,0
T9,100,1877,3127,30000,30000,0
T10,100,1877,3127,35000,35000,0
T11,100,18652,31086,50000,50000,0
T12,100,7748,12913,60000,60000,0
T13,100,254,422,65000,65000,0
T14,100,26316,43860,70000,70000,0
T15,100,37222,62036,90000,90000,0
