Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,466,776,10000,10000,0
T1,100,273,455,10000,10000,0
T2,100,251,417,10000,10000,0
T3,100,3576,5960,10000,10000,0
T4,100,6175,10291,15000,15000,0
T5,100,1418,2362,15000,15000,0
T6,100,3156,5260,20000,20000,0
T7,100,2423,4038,20000,20000,0
T8,100,696,1160,20000,20000,0
T9,100,3344,5573,25000,25000,0
T10,100,5002,8336,35000,35000,0
T11,100,9395,15658,50000,50000,0
T12,100,25405,42341,60000,60000,0
T13,100,4944,8240,65000,65000,0
T14,100,5399,8998,65000,65000,0
T15,100,50093,83488,90000,90000,0
