Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,677,1127,10000,10000,0
T1,100,3221,5368,15000,15000,0
T2,100,6929,11548,20000,20000,0
T3,100,5698,9496,20000,20000,0
T4,100,3984,6640,25000,25000,0
T5,100,8935,14891,30000,30000,0
T6,100,6644,11072,30000,30000,0
T7,100,3768,6279,35000,35000,0
T8,100,1864,3106,40000,40000,0
T9,100,6600,11000,45000,45000,0
T10,100,4541,7568,50000,50000,0
T11,100,12754,21256,50000,50000,0
T12,100,14909,24848,60000,60000,0
T13,100,12675,21125,75000,75000,0
T14,100,11683,19471,80000,80000,0
T15,100,6968,11613,90000,90000,0
