Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,4973,8288,10000,10000,0
T1,100,726,1209,10000,10000,0
T2,100,2831,4718,15000,15000,0
T3,100,291,484,15000,15000,0
T4,100,4568,7613,15000,15000,0
T5,100,693,1154,15000,15000,0
T6,100,2415,4024,20000,20000,0
T7,100,8241,13735,20000,20000,0
T8,100,188,313,30000,30000,0
T9,100,23957,39927,45000,45000,0
T10,100,9486,15810,45000,45000,0
T11,100,3197,5327,50000,50000,0
T12,100,2403,4004,55000,55000,0
T13,100,7952,13252,60000,60000,0
T14,100,9338,15562,70000,70000,0
T15,100,8612,14353,90000,90000,0
