Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2726,4542,10000,10000,0
T1,100,1709,2847,10000,10000,0
T2,100,6947,11577,25000,25000,0
T3,100,2831,4718,25000,25000,0
T4,100,9872,16452,25000,25000,0
T5,100,10050,16749,25000,25000,0
T6,100,3168,5279,35000,35000,0
T7,100,666,1109,45000,45000,0
T8,100,743,1237,50000,50000,0
T9,100,6007,10011,50000,50000,0
T10,100,6706,11176,50000,50000,0
T11,100,13468,22446,55000,55000,0
T12,100,12995,21658,55000,55000,0
T13,100,5807,9678,55000,55000,0
T14,100,15929,26547,75000,75000,0
T15,100,6773,11287,90000,90000,0
