Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1400,2332,10000,10000,0
T1,100,3467,5777,10000,10000,0
T2,100,1120,1866,10000,10000,0
T3,100,2386,3976,10000,10000,0
T4,100,966,1610,10000,10000,0
T5,100,735,1225,10000,10000,0
T6,100,269,447,10000,10000,0
T7,100,3105,5175,10000,10000,0
T8,100,409,681,15000,15000,0
T9,100,4092,6820,15000,15000,0
T10,100,3654,6089,15000,15000,0
T11,100,4019,6698,20000,20000,0
T12,100,7142,11902,45000,45000,0
T13,100,14290,23816,50000,50000,0
T14,100,7688,12812,55000,55000,0
T15,100,18596,30993,90000,90000,0
