Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,516,859,10000,10000,0
T1,100,5157,8595,10000,10000,0
T2,100,3417,5695,10000,10000,0
T3,100,942,1569,10000,10000,0
T4,100,1037,1727,10000,10000,0
T5,100,278,463,10000,10000,0
T6,100,507,844,15000,15000,0
T7,100,5521,9201,15000,15000,0
T8,100,2183,3638,20000,20000,0
T9,100,7420,12366,25000,25000,0
T10,100,3378,5630,35000,35000,0
T11,100,650,1083,35000,35000,0
T12,100,18170,30283,40000,40000,0
T13,100,8633,14387,50000,50000,0
T14,100,2926,4876,50000,50000,0
T15,100,7545,12574,55000,55000,0
