Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,479,797,10000,10000,0
T1,100,1493,2488,10000,10000,0
T2,100,265,441,10000,10000,0
T3,100,1595,2658,10000,10000,0
T4,100,692,1152,15000,15000,0
T5,100,1506,2509,15000,15000,0
T6,100,5673,9454,25000,25000,0
T7,100,5697,9494,25000,25000,0
T8,100,4086,6809,30000,30000,0
T9,100,11901,19835,30000,30000,0
T10,100,7822,13036,45000,45000,0
T11,100,5730,9549,60000,60000,0
T12,100,6511,10851,65000,65000,0
T13,100,1127,1878,70000,70000,0
T14,100,36182,60302,70000,70000,0
T15,100,34530,57550,75000,75000,0
