Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,549,914,10000,10000,0
T1,100,643,1071,10000,10000,0
T2,100,1067,1777,10000,10000,0
T3,100,2481,4135,15000,15000,0
T4,100,317,527,15000,15000,0
T5,100,5715,9525,20000,20000,0
T6,100,4643,7737,25000,25000,0
T7,100,9400,15666,25000,25000,0
T8,100,5547,9245,30000,30000,0
T9,100,866,1443,30000,30000,0
T10,100,11115,18524,30000,30000,0
T11,100,4557,7595,50000,50000,0
T12,100,14113,23521,65000,65000,0
T13,100,10737,17894,65000,65000,0
T14,100,10184,16973,75000,75000,0
T15,100,34145,56907,80000,80000,0
