Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1070,1782,10000,10000,0
T1,100,3999,6664,10000,10000,0
T2,100,2805,4675,10000,10000,0
T3,100,5000,8332,10000,10000,0
T4,100,926,1543,10000,10000,0
T5,100,1707,2845,15000,15000,0
T6,100,5565,9274,20000,20000,0
T7,100,4683,7804,20000,20000,0
T8,100,2631,4384,20000,20000,0
T9,100,3811,6351,30000,30000,0
T10,100,5152,8586,35000,35000,0
T11,100,1646,2743,35000,35000,0
T12,100,2105,3508,50000,50000,0
T13,100,5873,9788,50000,50000,0
T14,100,14510,24182,75000,75000,0
T15,100,5466,9109,80000,80000,0
