Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,3754,6256,10000,10000,0
T1,100,2296,3826,10000,10000,0
T2,100,129,215,10000,10000,0
T3,100,342,570,15000,15000,0
T4,100,506,842,15000,15000,0
T5,100,4502,7502,15000,15000,0
T6,100,474,789,20000,20000,0
T7,100,2147,3577,25000,25000,0
T8,100,12689,21148,25000,25000,0
T9,100,4403,7338,25000,25000,0
T10,100,374,622,25000,25000,0
T11,100,10784,17973,35000,35000,0
T12,100,6277,10461,40000,40000,0
T13,100,14481,24135,45000,45000,0
T14,100,9803,16337,50000,50000,0
T15,100,8027,13377,70000,70000,0
