Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,100,1294,2156,10000,0
0,1,10000,10100,1294,2156,20000,2
0,10,100000,100100,1294,2156,110000,25
0,11,110000,110100,1294,2156,120000,27
0,12,120000,120100,1294,2156,130000,30
0,13,130000,130100,1294,2156,140000,32
0,14,140000,140100,1294,2156,150000,35
0,15,150000,150100,1294,2156,160000,37
0,16,160000,160100,1294,2156,170000,40
0,17,170000,170100,1294,2156,180000,43
0,18,180000,180100,1294,2156,190000,45
0,19,190000,190100,1294,2156,200000,47
0,2,20000,20100,1294,2156,30000,4
0,20,200000,200100,1294,2156,210000,50
0,21,210000,210100,1294,2156,220000,53
0,22,220000,220100,1294,2156,230000,55
0,23,230000,230100,1294,2156,240000,57
0,24,240000,240100,1294,2156,250000,61
0,25,250000,250100,1294,2156,260000,63
0,26,260000,260100,1294,2156,270000,65
0,27,270000,270100,1294,2156,280000,67
0,3,30000,30100,1294,2156,40000,7
0,4,40000,40100,1294,2156,50000,10
0,5,50000,50100,1294,2156,60000,12
0,6,60000,60100,1294,2156,70000,14
0,7,70000,70100,1294,2156,80000,17
0,8,80000,80100,1294,2156,90000,20
0,9,90000,90100,1294,2156,100000,22
1,0,0,100,135,224,10000,1
1,1,10000,10100,135,224,20000,3
1,10,100000,100100,135,224,110000,26
1,11,110000,110100,135,224,120000,28
1,12,120000,120100,135,224,130000,31
1,13,130000,130100,135,224,140000,33
1,14,140000,140100,135,224,150000,36
1,15,150000,150100,135,224,160000,38
1,16,160000,160100,135,224,170000,41
1,17,170000,170100,135,224,180000,44
1,18,180000,180100,135,224,190000,46
1,19,190000,190100,135,224,200000,48
1,2,20000,20100,135,224,30000,5
1,20,200000,200100,135,224,210000,51
1,21,210000,210100,135,224,220000,54
1,22,220000,220100,135,224,230000,56
1,23,230000,230100,135,224,240000,58
1,24,240000,240100,135,224,250000,62
1,25,250000,250100,135,224,260000,64
1,26,260000,260100,135,224,270000,66
1,27,270000,270100,135,224,280000,68
1,3,30000,30100,135,224,40000,8
1,4,40000,40100,135,224,50000,11
1,5,50000,50100,135,224,60000,13
1,6,60000,60100,135,224,70000,15
1,7,70000,70100,135,224,80000,18
1,8,80000,80100,135,224,90000,21
1,9,90000,90100,135,224,100000,23
2,0,0,100,5875,9791,35000,6
2,1,35000,35100,5875,9791,70000,16
2,2,70000,70100,5875,9791,105000,24
2,3,105000,105100,5875,9791,140000,34
2,4,140000,140100,5875,9791,175000,42
2,5,175000,175100,5875,9791,210000,52
2,6,210000,210100,5875,9791,245000,60
2,7,245000,245100,5875,9791,280000,69
3,0,0,100,1974,3290,40000,9
3,1,40000,40100,1974,3290,80000,19
3,2,80000,80100,1974,3290,120000,29
3,3,120000,120100,1974,3290,160000,39
3,4,160000,160100,1974,3290,200000,49
3,5,200000,200100,1974,3290,240000,59
3,6,240000,240100,1974,3290,280000,70
