Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1169,1948,10000,10000,0
T1,100,540,899,10000,10000,0
T2,100,322,536,15000,15000,0
T3,100,2936,4892,15000,15000,0
T4,100,2287,3811,15000,15000,0
T5,100,1137,1895,20000,20000,0
T6,100,53,87,20000,20000,0
T7,100,17,28,20000,20000,0
T8,100,3120,5200,20000,20000,0
T9,100,3930,6550,20000,20000,0
T10,100,6670,11116,25000,25000,0
T11,100,8307,13844,30000,30000,0
T12,100,6221,10368,35000,35000,0
T13,100,12108,20179,70000,70000,0
T14,100,3747,6244,80000,80000,0
T15,100,2038,3396,80000,80000,0
