Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1121,1868,10000,10000,0
T1,100,1216,2026,10000,10000,0
T2,100,770,1282,15000,15000,0
T3,100,6126,10210,15000,15000,0
T4,100,33,54,15000,15000,0
T5,100,2096,3493,15000,15000,0
T6,100,3128,5212,15000,15000,0
T7,100,3346,5576,20000,20000,0
T8,100,1646,2743,20000,20000,0
T9,100,3516,5859,25000,25000,0
T10,100,2513,4187,35000,35000,0
T11,100,82,136,35000,35000,0
T12,100,1777,2961,50000,50000,0
T13,100,9737,16228,70000,70000,0
T14,100,17644,29406,75000,75000,0
T15,100,211,351,95000,95000,0
